id,Enrollment_date,Age,Education,Marital_status,Kids_at_home,Recency,Purchases_Fruit,Purchases_Meat,Purchases_Fish,Purchases_Wine,Purchases_Sweets,Num_purchases_Store,Num_purchases_Catalog,Num_purchases_Web,Num_web_visits_last_month
329,2013-01-16,49,Master,Married,0,47,23,11,8,2,6,3,0,2,8
330,2014-06-10,42,Basic,Divorced,1,62,2,20,3,12,2,2,0,1,7
331,2014-05-03,65,HighSchool,Married,0,37,10,345,84,605,54,5,3,0,0
332,2012-09-12,43,Bachelor,Married,0,96,102,838,133,899,102,4,1,3,2
333,2013-06-14,46,Bachelor,Married,1,92,9,13,2,3,12,8,2,4,7
334,2013-07-14,44,Basic,Married,0,92,8,12,11,17,15,1,0,1,7
335,2014-05-29,23,Bachelor,Married,1,41,10,11,12,2,9,2,0,8,6
336,2012-08-22,42,HighSchool,Married,2,94,3,90,12,73,1,2,0,1,8
337,2014-04-24,62,Doctorate,Married,0,59,21,78,39,295,13,3,1,0,3
338,2014-02-24,48,HighSchool,Single,1,13,3,29,0,34,4,8,2,4,5
339,2014-02-25,58,Bachelor,Married,1,84,10,19,8,15,17,3,0,0,5
340,2013-03-11,59,Bachelor,Married,2,61,1,13,3,5,5,2,0,0,7
341,2013-07-09,43,Basic,Single,1,48,5,109,21,306,109,3,0,2,6
342,2014-02-05,63,HighSchool,Married,0,23,57,242,45,820,0,7,5,1,4
343,2014-01-26,57,Doctorate,Married,0,90,11,392,75,680,0,4,2,0,1
344,2013-12-23,34,Bachelor,Single,1,67,3,19,4,19,5,1,0,2,7
345,2012-10-18,42,Basic,Single,0,3,3,50,4,322,3,3,0,2,8
346,2014-04-13,60,Master,Married,1,25,0,2,0,38,0,5,2,0,7
347,2013-09-09,45,HighSchool,Married,0,12,19,456,160,209,142,7,1,4,1
348,2014-04-24,38,HighSchool,Single,2,94,0,17,3,41,1,4,1,3,3
349,2014-03-01,42,HighSchool,Married,0,98,2,1582,1,20,2,0,0,0,0
350,2014-04-23,49,Bachelor,Divorced,0,80,8,10,2,33,10,3,0,2,4
351,2013-09-20,43,Bachelor,Married,1,50,1,40,4,40,3,2,0,1,8
352,2012-08-11,51,Master,Divorced,0,2,37,780,27,650,167,4,1,2,3
353,2013-11-14,46,HighSchool,Married,1,37,6,7,11,1,5,3,0,2,6
354,2014-03-16,43,Bachelor,Married,1,36,9,12,11,4,2,6,1,3,3
355,2013-03-20,49,HighSchool,Married,1,30,7,137,4,231,15,3,0,2,7
356,2012-11-03,31,HighSchool,Single,1,67,8,133,56,185,56,1,0,4,7
357,2014-06-06,51,Master,Married,0,97,26,70,11,734,44,1,0,1,4
358,2013-01-06,64,Doctorate,Married,0,92,35,133,23,544,151,1,0,0,2
359,2012-10-20,59,Bachelor,Divorced,0,84,27,119,71,1324,108,7,5,1,4
360,2014-01-21,48,HighSchool,Divorced,0,79,9,39,4,135,0,4,1,2,2
361,2012-11-28,31,HighSchool,Married,1,38,3,42,4,252,3,2,0,5,6
362,2013-02-21,54,Bachelor,Married,0,27,0,2,0,36,0,3,0,2,7
363,2014-06-12,49,Bachelor,Married,0,29,3,3,0,10,0,3,0,2,3
364,2013-08-07,33,Basic,Married,1,75,13,66,43,99,8,1,0,4,7
365,2012-11-19,66,Bachelor,Married,0,62,15,30,20,710,0,3,0,0,8
366,2013-02-19,30,Bachelor,Single,2,66,64,116,84,374,25,0,0,0,5
367,2013-08-03,45,Bachelor,Married,0,27,4,13,15,7,8,0,0,0,5
368,2014-02-16,46,Master,Single,0,81,1,8,0,30,0,0,0,0,7
369,2012-08-14,30,Bachelor,Single,1,30,64,128,65,91,3,0,0,2,3
370,2014-05-11,45,Doctorate,Divorced,1,39,3,6,4,2,1,1,0,1,7
371,2013-01-11,40,Basic,Single,0,2,37,518,193,1074,92,0,0,0,2
372,2013-09-30,48,HighSchool,Married,1,82,0,17,0,37,0,2,0,2,7
373,2014-06-14,40,Bachelor,Single,0,41,62,134,0,674,26,1,0,1,5
374,2013-07-09,59,HighSchool,Married,1,85,13,46,17,145,2,3,0,0,7
375,2014-04-03,57,Bachelor,Divorced,0,75,33,417,108,1017,100,6,4,1,5
376,2013-06-19,30,Bachelor,Married,1,80,8,20,15,21,3,1,0,3,7
377,2012-11-10,34,Bachelor,Single,1,76,14,28,16,2,3,1,0,3,9
378,2014-05-19,42,Bachelor,Married,1,37,0,8,4,15,2,5,1,3,5
379,2013-05-23,57,HighSchool,Married,0,92,92,736,39,674,0,8,7,1,1
380,2012-09-02,59,Bachelor,Divorced,0,50,184,368,13,423,97,4,1,0,5
381,2012-12-19,22,Bachelor,Married,0,58,102,125,212,471,61,1,0,4,1
382,2013-11-06,47,Basic,Married,1,80,2,23,0,24,8,4,1,2,6
383,2013-08-09,40,HighSchool,Single,1,92,2,128,23,100,7,0,0,0,8
384,2012-09-07,66,HighSchool,Married,0,5,8,223,32,520,49,5,3,0,8
385,2012-10-29,37,Basic,Divorced,0,62,53,899,34,322,40,1,0,1,2
386,2012-12-05,31,HighSchool,Single,1,56,2,12,0,3,1,2,0,6,8
387,2013-02-20,59,Bachelor,Married,0,87,13,85,8,544,6,4,2,0,8
388,2013-08-20,39,HighSchool,Single,1,10,1,7,0,9,3,4,1,3,7
389,2013-05-07,51,HighSchool,Married,0,20,3,27,4,305,3,3,0,2,5
390,2014-02-13,42,Master,Divorced,1,54,3,10,11,2,2,3,0,2,6
391,2014-05-02,34,Bachelor,Married,1,27,21,134,258,340,14,2,0,6,4
392,2014-03-01,41,Bachelor,Single,0,74,7,149,20,204,15,3,0,2,2
393,2013-11-07,38,HighSchool,Divorced,0,97,0,13,2,35,0,4,0,2,8
394,2013-11-02,36,HighSchool,Married,0,46,115,292,23,425,35,2,0,1,3
395,2012-09-17,54,Bachelor,Married,0,89,59,968,51,830,79,5,1,3,2
396,2013-10-09,42,Basic,Married,1,22,28,211,37,1126,28,2,0,1,5
397,2014-01-19,34,Bachelor,Married,1,94,43,118,46,173,27,2,0,5,5
398,2013-12-26,47,Bachelor,Married,1,24,19,21,16,112,14,0,0,1,7
399,2012-08-06,65,Bachelor,Married,1,92,2,21,4,13,0,3,1,0,8
400,2012-11-03,30,Bachelor,Divorced,1,86,17,19,30,4,24,1,0,2,6
401,2012-08-22,29,Bachelor,Married,1,25,45,3,4,1,6,1,0,5,8
402,2012-10-18,44,Bachelor,Married,1,51,2,8,2,5,2,0,0,1,7
403,2013-08-28,44,Bachelor,Divorced,0,70,28,140,0,1224,14,0,0,0,6
404,2012-09-30,62,Bachelor,Married,0,73,33,216,0,1379,33,2,0,0,6
405,2014-03-21,38,Bachelor,Married,0,30,5,82,7,479,17,3,0,2,5
406,2013-04-08,45,Bachelor,Married,1,90,59,487,58,856,29,4,1,2,5
407,2013-10-14,44,HighSchool,Married,1,65,70,239,103,407,88,5,1,3,2
408,2012-11-25,50,HighSchool,Married,0,92,76,428,99,811,137,4,0,2,7
409,2012-09-24,52,Bachelor,Married,1,41,6,152,8,489,6,7,1,4,8
410,2012-08-18,37,HighSchool,Married,1,24,0,480,0,163,126,0,0,0,9
411,2013-11-14,39,HighSchool,Married,0,4,0,232,13,738,20,1,0,1,7
412,2013-04-06,57,HighSchool,Married,0,76,43,204,153,1039,58,3,0,0,8
413,2014-02-10,46,HighSchool,Single,0,10,106,189,23,236,41,1,0,1,4
414,2012-12-24,58,Bachelor,Single,0,4,0,6,3,9,1,6,4,1,5
415,2014-03-20,39,Basic,Married,1,40,0,8,2,29,0,3,0,2,4
416,2012-11-22,45,HighSchool,Divorced,0,61,53,363,123,726,107,4,0,2,5
417,2014-05-22,63,Bachelor,Married,0,92,35,305,46,203,17,7,5,1,1
418,2013-08-11,52,Bachelor,Married,0,96,65,196,38,231,71,3,0,2,4
419,2013-02-15,44,Bachelor,Single,1,53,5,59,7,110,1,1,0,1,8
420,2013-03-07,27,Bachelor,Single,1,20,4,7,4,6,3,2,0,6,7
421,2013-10-03,34,HighSchool,Married,1,8,5,22,12,11,5,1,0,4,7
422,2012-08-25,54,HighSchool,Married,1,92,2,43,3,201,5,5,1,3,6
423,2014-06-26,52,Basic,Single,0,47,84,398,205,483,84,0,0,0,1
424,2014-05-23,45,Master,Married,1,90,0,14,0,29,0,3,0,2,7
425,2013-01-26,49,Bachelor,Married,1,77,3,26,4,80,2,1,0,1,7
426,2012-12-01,50,Bachelor,Divorced,0,96,27,44,4,115,146,4,1,2,5
427,2013-12-10,36,HighSchool,Married,1,94,3,6,10,1,0,2,0,1,5
428,2013-04-11,64,Bachelor,Single,0,70,12,112,8,172,0,5,3,0,7
429,2013-04-27,49,Basic,Single,0,65,0,5,0,29,1,0,0,1,5
430,2013-06-01,60,Bachelor,Single,0,69,12,215,16,1016,12,2,0,0,3
431,2013-06-18,61,Bachelor,Married,1,10,0,38,13,297,0,4,2,0,6
432,2012-11-03,63,Basic,Married,1,24,0,8,0,8,0,5,3,0,8
433,2013-07-21,39,Master,Single,0,10,88,168,69,532,44,4,0,2,5
434,2014-06-03,63,Bachelor,Married,0,29,39,63,55,138,18,3,0,0,2
435,2014-04-24,51,Master,Married,0,97,1,12,0,136,3,0,0,0,6
436,2014-02-09,50,Doctorate,Married,1,6,0,3,0,16,0,4,1,2,7
437,2012-10-04,26,Master,Married,1,80,35,69,84,46,41,1,0,3,7
438,2013-09-10,53,Bachelor,Married,1,27,1,21,0,64,1,7,1,4,6
439,2013-07-27,27,Bachelor,Single,0,62,172,815,97,1259,148,0,0,0,4
440,2013-11-10,43,Bachelor,Married,1,63,17,171,39,123,0,5,1,3,6
441,2012-09-25,33,Master,Divorced,0,78,96,447,220,398,96,2,0,6,3
442,2013-03-23,59,Bachelor,Married,1,80,1,25,0,23,8,7,5,1,6
443,2013-04-01,31,HighSchool,Married,1,71,11,72,3,116,17,1,0,4,6
444,2014-06-20,58,HighSchool,Married,1,68,0,10,0,54,0,4,1,0,5
445,2014-04-30,24,Bachelor,Single,1,52,0,1,8,0,3,2,0,6,7
446,2013-06-12,51,Doctorate,Divorced,0,97,172,153,150,412,105,4,1,2,4
447,2013-08-20,60,Bachelor,Married,0,64,11,387,149,536,91,4,2,0,1
448,2014-05-19,30,HighSchool,Single,0,48,3,12,6,6,1,2,0,6,3
449,2012-08-24,30,Basic,Married,1,66,0,140,67,1047,38,3,0,8,8
450,2012-12-07,55,Bachelor,Married,0,18,194,106,31,454,22,4,2,0,2
451,2013-01-07,50,Basic,Divorced,0,67,7,13,3,9,2,3,0,2,6
452,2012-08-12,51,Bachelor,Single,0,20,155,379,224,1000,17,4,0,2,8
453,2014-01-10,49,Doctorate,Married,1,45,5,12,10,19,3,1,0,1,6
454,2014-01-26,47,Basic,Divorced,1,47,3,21,2,14,1,3,0,2,8
455,2013-05-10,37,HighSchool,Single,1,12,1,9,2,39,1,6,1,4,7
456,2013-03-27,25,Bachelor,Married,0,94,28,818,0,162,28,2,0,6,3
457,2012-08-31,31,Bachelor,Single,1,51,2,16,3,5,2,2,0,7,8
458,2013-08-31,68,HighSchool,Married,0,36,112,420,0,410,82,4,2,0,4
459,2013-05-17,42,HighSchool,Married,1,67,0,93,7,146,13,6,1,4,7
460,2014-06-28,39,Master,Married,0,72,164,266,227,123,30,5,1,3,1
461,2012-12-03,21,HighSchool,Single,0,29,29,890,250,770,27,0,0,0,3
462,2014-06-25,52,Doctorate,Divorced,0,27,0,21,0,527,0,1,0,1,6
463,2014-05-19,42,Bachelor,Married,1,37,0,8,4,15,2,4,1,2,5
464,2013-01-29,42,Basic,Married,1,20,7,58,6,79,3,3,0,2,6
465,2013-01-05,35,Bachelor,Single,1,44,1,25,0,155,1,2,0,2,8
466,2013-06-19,45,Bachelor,Divorced,0,13,74,298,162,182,149,1,0,1,1
467,2013-10-17,38,Bachelor,Single,0,3,11,57,10,42,28,3,0,2,2
468,2013-10-04,35,Bachelor,Married,1,16,11,15,2,16,0,5,1,3,3
469,2013-06-18,43,Bachelor,Divorced,1,40,2,15,6,6,6,4,1,2,8
470,2013-03-31,47,Master,Married,1,54,7,34,10,18,2,0,0,0,8
471,2013-04-22,39,Bachelor,Single,1,83,0,14,7,17,3,6,1,3,7
472,2012-12-30,46,Bachelor,Married,1,12,7,9,6,14,16,3,0,2,6
473,2013-03-23,62,Bachelor,Married,0,8,10,86,13,948,21,3,0,0,5
474,2014-01-03,36,Master,Married,0,7,134,786,33,594,134,4,1,2,1
475,2013-10-27,43,Bachelor,Single,0,12,38,242,50,625,34,1,0,1,4
476,2014-03-01,37,Bachelor,Married,1,89,0,46,4,37,3,4,1,2,4
477,2012-12-27,37,Bachelor,Single,1,5,5,4,13,6,4,1,0,1,6
478,2012-10-10,36,Bachelor,Single,1,60,2,8,4,1,3,4,1,2,7
479,2012-08-29,36,Bachelor,Single,0,61,2,3,3,5,0,1,0,1,8
480,2013-06-13,65,Bachelor,Married,0,71,14,68,19,378,14,7,5,1,3
481,2013-11-23,42,HighSchool,Married,0,87,37,359,98,445,28,4,1,2,1
482,2014-02-14,21,HighSchool,Single,0,11,26,282,52,966,26,1,0,3,5
483,2013-07-06,28,Doctorate,Single,0,71,73,414,78,621,48,3,0,8,5
484,2013-06-20,32,Bachelor,Married,0,32,46,92,65,135,61,2,0,7,5
485,2013-09-15,48,HighSchool,Married,1,89,1,6,0,12,1,2,0,1,7
486,2013-05-23,43,Bachelor,Married,0,53,35,83,7,441,29,0,0,0,4
487,2014-03-04,42,Master,Married,0,2,0,7,0,34,0,4,1,2,7
488,2012-11-03,60,Master,Married,1,38,0,10,0,27,0,6,4,1,5
489,2012-09-06,40,Bachelor,Married,1,40,4,15,3,8,5,1,0,1,7
490,2013-10-29,37,Master,Married,1,37,2,64,7,183,2,3,0,2,4
491,2013-03-25,40,Bachelor,Single,1,45,15,110,39,50,15,5,1,3,8
492,2012-11-05,62,Bachelor,Married,0,96,46,288,20,397,38,4,1,0,3
493,2012-08-02,52,Bachelor,Married,0,32,151,137,153,63,19,3,0,2,5
494,2012-11-16,57,HighSchool,Single,0,9,35,422,33,460,12,5,3,0,4
495,2013-01-22,38,Basic,Married,1,99,10,13,3,5,8,5,1,3,8
496,2014-01-02,35,Bachelor,Married,0,73,38,67,33,90,36,1,0,1,3
497,2013-01-25,52,Bachelor,Married,0,24,0,71,0,953,0,0,0,0,8
498,2014-03-30,60,Bachelor,Married,1,62,0,14,0,56,0,5,3,0,7
499,2012-11-22,36,Bachelor,Divorced,1,15,0,42,2,74,1,0,0,0,7
500,2014-05-29,53,Master,Married,0,88,0,21,4,274,6,1,0,1,6
501,2014-05-18,44,HighSchool,Married,0,65,1,3,1,1,1,5,1,3,20
502,2013-06-29,44,Doctorate,Married,0,21,98,733,110,380,112,5,1,3,3
503,2014-04-18,47,Bachelor,Divorced,0,56,0,16,0,128,1,7,1,4,7
504,2012-10-05,55,HighSchool,Married,0,78,50,142,33,571,50,3,0,0,2
505,2013-03-18,26,Bachelor,Single,1,37,0,1,7,0,4,1,0,5,7
506,2013-03-16,31,Bachelor,Single,1,82,3,26,7,24,1,1,0,2,9
507,2014-04-14,39,HighSchool,Single,1,42,5,5,8,6,0,2,0,1,4
508,2013-09-06,47,Doctorate,Single,1,78,0,13,4,28,2,2,0,2,5
509,2013-12-24,36,HighSchool,Married,1,32,17,23,43,23,20,6,1,4,3
510,2012-09-24,57,Bachelor,Single,0,11,19,594,99,1170,76,6,3,0,6
511,2013-03-28,36,Bachelor,Married,0,6,83,300,86,325,58,3,0,2,3
512,2013-10-21,46,Basic,Married,0,49,1,4,15,0,1,3,0,2,7
513,2013-08-25,63,Bachelor,Married,0,25,0,101,0,899,0,5,2,0,4
514,2012-09-08,28,HighSchool,Single,1,35,1,64,16,32,12,1,0,3,6
515,2013-10-28,27,Bachelor,Single,0,13,107,391,175,647,67,2,0,5,3
516,2013-03-29,40,Master,Married,1,46,1,2,2,11,1,2,0,1,6
517,2013-12-17,49,Bachelor,Married,1,13,0,28,3,185,2,0,0,0,4
518,2014-02-27,35,Bachelor,Married,1,3,4,7,15,3,8,0,0,0,7
519,2012-11-13,31,Bachelor,Married,1,68,12,141,43,75,39,1,0,5,8
520,2013-06-17,33,Basic,Divorced,1,57,3,22,2,11,2,0,0,0,6
521,2013-02-10,56,Bachelor,Divorced,0,27,7,4,3,6,4,6,3,0,6
522,2013-04-13,42,Master,Divorced,1,56,1,1,0,2,0,2,0,1,14
523,2012-12-07,40,Bachelor,Married,0,64,40,294,121,749,160,4,0,2,1
524,2012-09-14,59,HighSchool,Married,1,0,0,171,8,454,19,4,1,0,8
525,2013-11-10,63,Bachelor,Married,0,58,34,204,172,204,153,5,3,0,1
526,2013-06-17,61,Master,Married,0,21,5,71,21,443,16,2,0,0,7
527,2013-11-14,30,Bachelor,Married,1,74,6,5,0,3,2,2,0,5,7
528,2014-05-27,58,Bachelor,Divorced,1,45,0,8,2,7,0,7,5,1,7
529,2013-09-04,30,Bachelor,Married,2,63,0,7,3,9,4,2,0,7,7
530,2013-10-02,40,Bachelor,Married,1,19,1,10,3,3,2,3,0,2,5
531,2013-06-27,39,HighSchool,Single,1,6,1,5,4,9,5,5,1,3,7
532,2012-08-11,35,Basic,Married,0,17,129,495,182,269,43,4,1,3,7
533,2013-02-02,45,Doctorate,Married,0,16,57,842,99,918,38,2,0,1,3
534,2012-08-05,47,Bachelor,Divorced,1,63,4,34,2,29,4,2,0,1,9
535,2014-03-11,59,Bachelor,Married,1,86,0,7,0,24,0,4,1,0,5
536,2014-01-04,62,Doctorate,Married,0,87,3,28,2,111,6,5,2,0,6
537,2014-06-21,57,Master,Married,0,73,26,611,44,630,18,4,1,0,2
538,2013-10-02,35,HighSchool,Single,1,10,5,7,0,2,18,4,1,2,7
539,2013-06-26,41,Bachelor,Married,0,92,12,109,16,502,6,3,0,2,6
540,2013-04-21,47,HighSchool,Single,0,64,15,100,20,635,7,1,0,1,6
541,2013-10-13,55,Basic,Married,0,3,96,333,168,463,53,6,4,1,3
542,2013-08-31,39,Bachelor,Married,0,12,7,84,0,641,30,0,0,0,6
543,2014-04-29,66,Bachelor,Married,0,46,0,617,43,967,50,6,4,0,2
544,2014-05-24,56,Bachelor,Married,0,51,13,131,32,173,3,5,3,0,7
545,2013-06-23,46,Bachelor,Married,1,5,1,5,2,4,0,3,0,2,7
546,2014-04-12,52,HighSchool,Divorced,1,21,0,9,0,52,0,1,0,1,4
547,2014-05-29,42,Bachelor,Married,0,62,19,843,25,938,95,4,1,2,2
548,2012-10-28,40,Basic,Divorced,1,47,1,18,20,2,11,3,0,2,6
549,2014-05-10,60,Master,Married,1,52,0,6,2,31,1,5,3,0,4
550,2013-04-10,53,Basic,Married,0,93,42,450,55,816,56,0,0,0,2
551,2013-03-15,36,Master,Married,1,0,2,23,0,40,4,2,0,2,4
552,2013-04-16,32,Basic,Divorced,1,79,1,6,3,9,0,4,0,12,8
553,2013-03-20,49,Basic,Married,1,30,7,137,4,231,15,2,0,1,7
554,2012-09-18,24,Bachelor,Single,0,62,18,66,7,73,12,1,0,5,19
555,2013-03-19,56,Bachelor,Married,0,36,1,9,7,21,3,5,2,0,6
556,2012-08-26,42,Master,Married,1,40,26,46,38,8,9,1,0,1,8
557,2013-12-20,67,Bachelor,Married,0,72,28,31,16,77,0,7,5,1,4
558,2013-04-05,41,Bachelor,Single,0,5,148,444,32,168,172,2,0,1,2
559,2013-09-05,41,Master,Single,1,71,5,71,7,87,12,5,1,3,7
560,2013-10-25,37,Basic,Married,1,97,2,14,3,20,0,6,1,4,9
561,2014-04-18,33,HighSchool,Married,0,86,7,25,6,10,3,1,0,4,7
562,2013-12-09,40,Master,Single,1,49,9,20,6,5,8,3,0,2,6
563,2013-01-12,33,Bachelor,Single,0,45,15,263,60,395,54,2,0,6,1
564,2012-10-01,44,Bachelor,Married,1,27,0,52,8,284,3,5,1,3,10
565,2013-12-04,62,Bachelor,Married,1,8,0,7,2,10,0,7,5,1,8
566,2012-11-01,27,Master,Single,1,16,3,4,4,5,1,1,0,4,8
567,2012-12-26,50,Bachelor,Married,1,72,0,4,0,15,0,5,1,3,7
568,2013-09-30,63,Doctorate,Married,0,10,58,73,65,120,89,4,1,0,5
569,2012-12-11,57,Master,Divorced,1,77,8,17,13,53,0,6,4,1,7
570,2012-12-07,52,Basic,Divorced,0,52,3,3,15,3,4,3,0,2,6
571,2014-04-23,51,Bachelor,Married,0,96,36,11,3,14,26,4,1,3,2
572,2014-04-01,47,Basic,Married,1,10,0,22,13,117,0,2,0,1,7
573,2013-09-28,69,Bachelor,Married,0,21,26,195,34,620,17,5,3,0,2
574,2013-06-25,44,Bachelor,Divorced,0,12,25,132,136,465,0,1,0,1,4
575,2012-09-07,40,Bachelor,Married,1,18,18,102,16,452,18,3,0,2,3
576,2014-03-02,43,Bachelor,Divorced,1,17,1,13,0,25,0,0,0,0,7
577,2013-03-18,64,Bachelor,Divorced,0,69,3,27,39,270,6,8,6,1,8
578,2013-08-23,56,Bachelor,Married,0,24,23,389,42,227,21,5,3,0,2
579,2013-05-20,36,HighSchool,Married,0,18,54,109,80,70,9,3,0,2,5
580,2013-10-21,49,Bachelor,Married,1,86,1,39,6,100,1,0,0,0,6
581,2014-04-28,59,Master,Married,0,2,51,981,224,292,23,4,1,0,1
582,2014-05-11,31,Basic,Married,1,51,2,10,3,3,0,2,0,7,6
583,2012-08-25,54,HighSchool,Married,1,92,2,43,3,201,5,5,1,3,6
584,2014-05-11,48,Bachelor,Divorced,1,0,0,1,0,10,0,0,0,0,7
585,2012-09-07,52,HighSchool,Married,1,2,4,28,6,50,3,7,1,4,9
586,2013-10-16,34,Bachelor,Single,0,0,10,8,3,3,16,0,0,0,6
587,2013-01-09,62,Basic,Married,0,74,64,179,133,925,12,5,3,0,5
588,2014-04-20,68,HighSchool,Divorced,0,36,51,270,101,244,0,3,0,0,1
589,2013-08-19,46,Bachelor,Single,0,74,13,76,20,101,18,2,0,1,6
590,2013-10-25,63,Master,Married,0,88,7,41,3,205,2,5,2,0,5
591,2012-09-20,59,Basic,Divorced,0,25,12,194,16,962,24,6,4,1,6
592,2012-11-16,52,HighSchool,Married,0,71,30,163,0,777,51,3,0,2,9
593,2014-01-28,42,Bachelor,Married,1,3,3,16,0,20,4,2,0,2,6
594,2013-10-03,60,HighSchool,Married,0,13,48,90,0,163,45,5,3,0,3
595,2012-12-22,45,Bachelor,Divorced,0,35,66,549,216,816,66,1,0,1,3
596,2012-12-24,35,HighSchool,Single,1,51,5,19,2,53,13,1,0,1,8
597,2012-10-22,29,HighSchool,Single,1,36,7,12,2,11,2,1,0,4,5
598,2014-03-04,37,Bachelor,Single,0,93,44,382,11,444,8,3,0,2,2
599,2013-10-11,44,HighSchool,Married,1,25,0,9,0,56,0,0,0,1,7
600,2012-11-29,43,HighSchool,Married,1,32,6,7,0,3,0,4,1,2,7
601,2012-09-25,43,HighSchool,Married,1,75,0,5,0,8,3,0,0,0,8
602,2014-04-13,32,Bachelor,Married,0,16,5,14,0,15,4,0,0,0,7
603,2014-03-28,26,Bachelor,Single,1,5,4,24,4,33,2,3,0,8,7
604,2013-07-03,59,Doctorate,Married,1,74,10,34,11,84,10,6,5,1,6
605,2013-04-02,29,Doctorate,Married,0,30,0,512,33,196,130,2,0,7,1
606,2013-04-18,42,Bachelor,Married,0,12,22,732,42,514,198,7,1,4,3
607,2013-11-30,45,Bachelor,Single,1,79,7,99,4,45,25,6,1,3,6
608,2014-02-07,40,HighSchool,Married,0,81,1,1,1,1,1,3,0,2,0
609,2014-03-23,44,Master,Married,0,83,1,19,2,34,7,5,1,3,2
610,2013-06-30,44,Bachelor,Divorced,1,64,4,93,12,379,9,8,1,4,6
611,2013-01-11,60,Bachelor,Married,0,85,89,161,69,1449,35,6,4,1,6
612,2014-01-28,39,Bachelor,Divorced,1,80,9,11,13,9,10,7,1,4,8
613,2014-02-19,41,Basic,Married,0,89,24,230,16,934,24,3,0,2,3
614,2013-07-06,55,Bachelor,Single,1,40,0,11,0,28,0,2,0,0,8
615,2014-06-27,45,Master,Married,1,34,0,8,6,23,2,1,0,1,2
616,2014-05-02,39,Bachelor,Divorced,0,31,24,124,24,121,15,4,1,3,2
617,2013-08-15,42,Bachelor,Single,1,13,6,7,0,1,1,0,0,1,8
618,2012-11-20,39,Bachelor,Divorced,1,20,0,184,10,490,28,4,1,3,7
619,2013-08-30,55,Bachelor,Married,1,57,1,6,0,23,0,5,3,0,4
620,2012-10-23,43,Bachelor,Married,0,93,22,39,6,371,0,4,1,2,5
621,2013-03-28,54,Bachelor,Married,0,44,147,112,219,525,147,2,0,2,2
622,2014-03-18,58,Bachelor,Married,0,18,0,9,3,28,0,7,5,1,4
623,2012-12-22,48,Bachelor,Single,0,51,68,689,224,741,68,7,1,4,2
624,2012-12-29,29,Bachelor,Single,1,15,10,46,2,88,3,3,0,9,10
625,2013-02-04,60,HighSchool,Married,0,72,0,239,90,393,69,4,2,0,4
626,2014-01-23,35,HighSchool,Single,1,28,2,31,7,22,4,0,0,0,7
627,2014-01-02,37,HighSchool,Married,1,81,0,124,179,293,97,5,1,3,5
628,2014-05-10,36,HighSchool,Married,1,80,0,13,2,11,4,1,0,1,4
629,2013-04-17,22,Bachelor,Single,0,67,26,473,220,315,12,3,0,8,1
630,2013-05-31,34,Bachelor,Married,1,82,0,15,0,23,2,0,0,1,6
631,2013-03-16,39,Doctorate,Single,1,82,3,20,6,2,11,1,0,1,7
632,2013-01-25,56,Bachelor,Married,0,66,104,169,102,221,78,4,2,0,7
633,2013-10-21,46,Bachelor,Married,1,64,2,51,6,159,2,1,0,1,5
634,2014-03-29,41,Basic,Married,1,2,10,13,16,7,0,4,1,2,8
635,2012-08-07,48,Bachelor,Single,1,49,3,21,4,88,1,3,0,2,9
636,2013-06-23,61,Bachelor,Single,0,83,0,22,0,161,0,7,5,1,6
637,2013-06-17,33,Bachelor,Married,1,57,3,22,2,11,2,2,0,5,6
638,2012-08-18,44,Bachelor,Married,0,90,54,239,99,620,98,2,0,2,7
639,2012-11-03,48,Bachelor,Married,1,20,4,56,0,153,9,4,1,3,8
640,2012-12-09,67,Bachelor,Married,0,69,16,114,0,410,5,3,0,0,5
641,2014-03-29,61,Bachelor,Single,0,28,1,57,19,62,11,4,1,0,2
642,2013-04-24,50,HighSchool,Single,1,9,5,91,28,392,26,0,0,0,8
643,2013-11-07,31,Bachelor,Single,1,3,1,11,0,22,1,2,0,7,7
644,2013-02-20,40,HighSchool,Married,1,11,10,21,19,6,14,5,1,3,6
645,2013-11-02,36,Bachelor,Married,0,46,115,292,23,425,35,4,0,2,3
646,2012-11-30,60,HighSchool,Divorced,0,83,21,176,19,473,21,6,5,1,6
647,2013-09-18,43,Bachelor,Single,1,6,0,16,0,68,0,4,1,3,7
648,2013-01-17,47,HighSchool,Married,2,37,0,11,4,59,2,2,0,1,7
649,2014-04-17,40,Basic,Divorced,1,18,0,8,0,26,0,2,0,1,5
650,2012-10-25,39,HighSchool,Divorced,0,84,7,79,0,297,11,2,0,2,8
651,2012-08-30,35,Doctorate,Single,0,26,2,11,4,99,0,0,0,1,8
652,2012-08-20,60,Basic,Divorced,0,35,26,120,17,1181,13,7,5,1,8
653,2013-08-21,42,Master,Single,0,63,8,124,11,293,4,3,0,2,6
654,2012-09-27,50,Bachelor,Married,0,2,105,125,137,610,42,2,0,1,5
655,2013-09-10,51,Bachelor,Single,0,93,0,27,0,509,0,5,1,3,7
656,2013-09-30,36,Bachelor,Single,1,83,25,51,23,135,25,5,1,3,3
657,2014-01-10,58,HighSchool,Divorced,0,48,67,500,199,240,0,4,2,0,2
658,2013-02-13,29,HighSchool,Single,1,22,7,59,10,68,5,1,0,4,8
659,2013-10-17,62,Master,Divorced,0,29,3,6,4,19,2,3,0,0,4
